Pathway Name	Pathway Id	Source Name	Organism	Pathway uploaded gene count	Genes in InnateDB for this entity	Pathway p-value	Pathway p-value (corrected)	Gene Symbols	Genes (Symbol|IDBG-ID|Ensembl|Entrez|Fold Change|P-Value)
Regulation of Telomerase	15864	PID NCI	9606	10	65	2.1730447436505828E-7	9.880110101131317E-6	EGFR; ESR1; JUN; POT1; SMAD3; SP1; TERF1; TERF2IP; UBE3A; YWHAE; 	EGFR|IDBG-16933|ENSG00000146648|1956|; ESR1|IDBG-97997|ENSG00000091831|2099|; JUN|IDBG-99221|ENSG00000177606|3725|; POT1|IDBG-39151|ENSG00000128513|25913|; SMAD3|IDBG-18366|ENSG00000166949|4088|; SP1|IDBG-36616|ENSG00000185591|6667|; TERF1|IDBG-25349|ENSG00000147601|7013|; TERF2IP|IDBG-42783|ENSG00000166848|54386|; UBE3A|IDBG-4274|ENSG00000114062|7337|; YWHAE|IDBG-14629|ENSG00000108953|7531|; 
RORA activates circadian gene expression	13668	REACTOME	9606	7	25	2.0358541805937162E-7	9.917518222606532E-6	EP300; HDAC3; NCOA2; NCOA6; NCOR1; TBL1X; TBL1XR1; 	EP300|IDBG-8992|ENSG00000100393|2033|; HDAC3|IDBG-50725|ENSG00000171720|8841|; NCOA2|IDBG-24827|ENSG00000140396|10499|; NCOA6|IDBG-68724|ENSG00000198646|23054|; NCOR1|IDBG-31971|ENSG00000141027|9611|; TBL1X|IDBG-42498|ENSG00000101849|6907|; TBL1XR1|IDBG-65899|ENSG00000177565|79718|; 
BMAL1:CLOCK,NPAS2 activates circadian gene expression	13670	REACTOME	9606	8	37	2.3881833327952326E-7	1.0179631456039679E-5	CRY2; EP300; HDAC3; NCOA2; NCOA6; NCOR1; TBL1X; TBL1XR1; 	CRY2|IDBG-41167|ENSG00000121671|1408|; EP300|IDBG-8992|ENSG00000100393|2033|; HDAC3|IDBG-50725|ENSG00000171720|8841|; NCOA2|IDBG-24827|ENSG00000140396|10499|; NCOA6|IDBG-68724|ENSG00000198646|23054|; NCOR1|IDBG-31971|ENSG00000141027|9611|; TBL1X|IDBG-42498|ENSG00000101849|6907|; TBL1XR1|IDBG-65899|ENSG00000177565|79718|; 
EGFR1	15908	NETPATH	9606	26	472	3.215802444731681E-7	1.2901042748864743E-5	ACTR3; AHCYL1; APP; CEBPA; CYLD; DYNLL1; EEF1A1; EEF1A2; EGFR; EPHB3; ERBB2IP; HGS; HIST3H3; HUWE1; JAK2; JUN; KRAS; NEDD4; RALB; RBM3; SHC1; SMAD2; SMAD3; SP1; SRC; YWHAZ; 	ACTR3|IDBG-67369|ENSG00000115091|10096|; AHCYL1|IDBG-100935|ENSG00000168710|10768|; APP|IDBG-1100|ENSG00000142192|351|; CEBPA|IDBG-409028|ENSG00000245848|1050|; CYLD|IDBG-30697|ENSG00000083799|102724054,1540|; DYNLL1|IDBG-60661|ENSG00000088986|8655|; EEF1A1|IDBG-92423|ENSG00000156508|102724204,1915|; EEF1A2|IDBG-86175|ENSG00000101210|1917|; EGFR|IDBG-16933|ENSG00000146648|1956|; EPHB3|IDBG-68339|ENSG00000182580|2049|; ERBB2IP|IDBG-24405|ENSG00000112851|55914|; HGS|IDBG-72504|ENSG00000185359|9146|; HIST3H3|IDBG-107261|ENSG00000168148|8290|; HUWE1|IDBG-70116|ENSG00000086758|10075|; JAK2|IDBG-47039|ENSG00000096968|3717|; JUN|IDBG-99221|ENSG00000177606|3725|; KRAS|IDBG-23889|ENSG00000133703|3845|; NEDD4|IDBG-13236|ENSG00000069869|4734|; RALB|IDBG-68212|ENSG00000144118|5899|; RBM3|IDBG-63532|ENSG00000102317|5935|; SHC1|IDBG-103007|ENSG00000160691|6464|; SMAD2|IDBG-3127|ENSG00000175387|4087|; SMAD3|IDBG-18366|ENSG00000166949|4088|; SP1|IDBG-36616|ENSG00000185591|6667|; SRC|IDBG-74081|ENSG00000197122|6714|; YWHAZ|IDBG-30919|ENSG00000164924|7534|; 
Chromatin modifying enzymes	19015	REACTOME	9606	16	193	3.765696249446134E-7	1.3516867590117176E-5	CHD3; CHD4; EP300; GPS2; HDAC3; HIST2H2AC; HIST2H2BE; JAK2; KDM5D; MBIP; NCOR1; NCOR2; SMARCB1; TBL1X; TBL1XR1; WDR5; 	CHD3|IDBG-27053|ENSG00000170004|1107|; CHD4|IDBG-14532|ENSG00000111642|1108|; EP300|IDBG-8992|ENSG00000100393|2033|; GPS2|IDBG-24467|ENSG00000132522|2874|; HDAC3|IDBG-50725|ENSG00000171720|8841|; HIST2H2AC|IDBG-102011|ENSG00000184260|8338|; HIST2H2BE|IDBG-101997|ENSG00000184678|8349|; JAK2|IDBG-47039|ENSG00000096968|3717|; KDM5D|IDBG-354|ENSG00000012817|8284|; MBIP|IDBG-4937|ENSG00000151332|51562|; NCOR1|IDBG-31971|ENSG00000141027|9611|; NCOR2|IDBG-63911|ENSG00000196498|9612|; SMARCB1|IDBG-2584|ENSG00000099956|6598|; TBL1X|IDBG-42498|ENSG00000101849|6907|; TBL1XR1|IDBG-65899|ENSG00000177565|79718|; WDR5|IDBG-91736|ENSG00000196363|11091|; 
Chromatin organization	18782	REACTOME	9606	16	193	3.765696249446134E-7	1.3516867590117176E-5	CHD3; CHD4; EP300; GPS2; HDAC3; HIST2H2AC; HIST2H2BE; JAK2; KDM5D; MBIP; NCOR1; NCOR2; SMARCB1; TBL1X; TBL1XR1; WDR5; 	CHD3|IDBG-27053|ENSG00000170004|1107|; CHD4|IDBG-14532|ENSG00000111642|1108|; EP300|IDBG-8992|ENSG00000100393|2033|; GPS2|IDBG-24467|ENSG00000132522|2874|; HDAC3|IDBG-50725|ENSG00000171720|8841|; HIST2H2AC|IDBG-102011|ENSG00000184260|8338|; HIST2H2BE|IDBG-101997|ENSG00000184678|8349|; JAK2|IDBG-47039|ENSG00000096968|3717|; KDM5D|IDBG-354|ENSG00000012817|8284|; MBIP|IDBG-4937|ENSG00000151332|51562|; NCOR1|IDBG-31971|ENSG00000141027|9611|; NCOR2|IDBG-63911|ENSG00000196498|9612|; SMARCB1|IDBG-2584|ENSG00000099956|6598|; TBL1X|IDBG-42498|ENSG00000101849|6907|; TBL1XR1|IDBG-65899|ENSG00000177565|79718|; WDR5|IDBG-91736|ENSG00000196363|11091|; 
HDACs deacetylate histones	18573	REACTOME	9606	10	70	4.4547364108377813E-7	1.4467286819958889E-5	CHD3; CHD4; GPS2; HDAC3; HIST2H2AC; HIST2H2BE; NCOR1; NCOR2; TBL1X; TBL1XR1; 	CHD3|IDBG-27053|ENSG00000170004|1107|; CHD4|IDBG-14532|ENSG00000111642|1108|; GPS2|IDBG-24467|ENSG00000132522|2874|; HDAC3|IDBG-50725|ENSG00000171720|8841|; HIST2H2AC|IDBG-102011|ENSG00000184260|8338|; HIST2H2BE|IDBG-101997|ENSG00000184678|8349|; NCOR1|IDBG-31971|ENSG00000141027|9611|; NCOR2|IDBG-63911|ENSG00000196498|9612|; TBL1X|IDBG-42498|ENSG00000101849|6907|; TBL1XR1|IDBG-65899|ENSG00000177565|79718|; 
Regulation of nuclear SMAD2/3 signaling	15480	PID NCI	9606	10	70	4.4547364108377813E-7	1.4467286819958889E-5	AR; EP300; ESR1; HNF4A; JUN; NCOA2; NCOR1; SMAD2; SMAD3; SP1; 	AR|IDBG-73722|ENSG00000169083|367|; EP300|IDBG-8992|ENSG00000100393|2033|; ESR1|IDBG-97997|ENSG00000091831|2099|; HNF4A|IDBG-76498|ENSG00000101076|3172|; JUN|IDBG-99221|ENSG00000177606|3725|; NCOA2|IDBG-24827|ENSG00000140396|10499|; NCOR1|IDBG-31971|ENSG00000141027|9611|; SMAD2|IDBG-3127|ENSG00000175387|4087|; SMAD3|IDBG-18366|ENSG00000166949|4088|; SP1|IDBG-36616|ENSG00000185591|6667|; 
Protein folding	16650	REACTOME	9606	9	55	5.195944454827795E-7	1.6107427809966164E-5	CCT2; CCT3; CCT4; CCT5; CCT6A; CCT7; FBXO6; TCP1; TUBA4A; 	CCT2|IDBG-47181|ENSG00000166226|10576|; CCT3|IDBG-103469|ENSG00000163468|7203|; CCT4|IDBG-53426|ENSG00000115484|10575|; CCT5|IDBG-12328|ENSG00000150753|22948|; CCT6A|IDBG-17442|ENSG00000146731|908|; CCT7|IDBG-56424|ENSG00000135624|10574|; FBXO6|IDBG-89462|ENSG00000116663|26270|; TCP1|IDBG-98570|ENSG00000120438|677812,6950|; TUBA4A|IDBG-81457|ENSG00000127824|7277|; 
Regulation of nuclear beta catenin signaling and target gene transcription	15295	PID NCI	9606	10	72	5.836643411315158E-7	1.730691655007364E-5	AR; CHD8; EP300; IGF2BP1; JUN; NCOA2; TBL1X; TBL1XR1; TLE1; TLE2; 	AR|IDBG-73722|ENSG00000169083|367|; CHD8|IDBG-2645|ENSG00000100888|57680|; EP300|IDBG-8992|ENSG00000100393|2033|; IGF2BP1|IDBG-57431|ENSG00000159217|10642|; JUN|IDBG-99221|ENSG00000177606|3725|; NCOA2|IDBG-24827|ENSG00000140396|10499|; TBL1X|IDBG-42498|ENSG00000101849|6907|; TBL1XR1|IDBG-65899|ENSG00000177565|79718|; TLE1|IDBG-73128|ENSG00000196781|7088|; TLE2|IDBG-16680|ENSG00000065717|7089|; 
Transcriptional regulation of white adipocyte differentiation	13879	REACTOME	9606	10	77	1.1046312905665193E-6	3.138993917359859E-5	CEBPA; EGR2; EP300; HDAC3; NCOA2; NCOA6; NCOR1; NCOR2; TBL1X; TBL1XR1; 	CEBPA|IDBG-409028|ENSG00000245848|1050|; EGR2|IDBG-75626|ENSG00000122877|1959|; EP300|IDBG-8992|ENSG00000100393|2033|; HDAC3|IDBG-50725|ENSG00000171720|8841|; NCOA2|IDBG-24827|ENSG00000140396|10499|; NCOA6|IDBG-68724|ENSG00000198646|23054|; NCOR1|IDBG-31971|ENSG00000141027|9611|; NCOR2|IDBG-63911|ENSG00000196498|9612|; TBL1X|IDBG-42498|ENSG00000101849|6907|; TBL1XR1|IDBG-65899|ENSG00000177565|79718|; 
Wnt signaling pathway	445	KEGG	9606	13	140	1.3654929344129992E-6	3.7250647250786615E-5	CHD8; CSNK1E; CSNK2A1; DAAM2; EP300; JUN; LRP5; LRP6; MAP3K7; SMAD3; TBL1X; TBL1XR1; TBL1Y; 	CHD8|IDBG-2645|ENSG00000100888|57680|; CSNK1E|IDBG-236645|ENSG00000213923|102800317,1454|; CSNK2A1|IDBG-37787|ENSG00000101266|1457|; DAAM2|IDBG-86252|ENSG00000146122|23500|; EP300|IDBG-8992|ENSG00000100393|2033|; JUN|IDBG-99221|ENSG00000177606|3725|; LRP5|IDBG-61383|ENSG00000162337|4041|; LRP6|IDBG-20075|ENSG00000070018|4040|; MAP3K7|IDBG-94374|ENSG00000135341|6885|; SMAD3|IDBG-18366|ENSG00000166949|4088|; TBL1X|IDBG-42498|ENSG00000101849|6907|; TBL1XR1|IDBG-65899|ENSG00000177565|79718|; TBL1Y|IDBG-67|ENSG00000092377|90665|; 
Telomere Maintenance	17962	REACTOME	9606	9	64	1.9575806055783164E-6	4.9447036037200435E-5	HIST2H2AC; HIST2H2BE; HIST3H3; PCNA; POT1; PRIM1; PRIM2; TERF1; TERF2IP; 	HIST2H2AC|IDBG-102011|ENSG00000184260|8338|; HIST2H2BE|IDBG-101997|ENSG00000184678|8349|; HIST3H3|IDBG-107261|ENSG00000168148|8290|; PCNA|IDBG-50801|ENSG00000132646|5111|; POT1|IDBG-39151|ENSG00000128513|25913|; PRIM1|IDBG-41538|ENSG00000198056|5557|; PRIM2|IDBG-91619|ENSG00000146143|5558|; TERF1|IDBG-25349|ENSG00000147601|7013|; TERF2IP|IDBG-42783|ENSG00000166848|54386|; 
Validated nuclear estrogen receptor alpha network	15063	PID NCI	9606	9	64	1.9575806055783164E-6	4.9447036037200435E-5	APBB1; EP300; ESR1; ESR2; JUN; NCOA2; NCOR1; NCOR2; PCNA; 	APBB1|IDBG-28785|ENSG00000166313|322|; EP300|IDBG-8992|ENSG00000100393|2033|; ESR1|IDBG-97997|ENSG00000091831|2099|; ESR2|IDBG-9004|ENSG00000140009|2100|; JUN|IDBG-99221|ENSG00000177606|3725|; NCOA2|IDBG-24827|ENSG00000140396|10499|; NCOR1|IDBG-31971|ENSG00000141027|9611|; NCOR2|IDBG-63911|ENSG00000196498|9612|; PCNA|IDBG-50801|ENSG00000132646|5111|; 
RNF mutants show enhanced WNT signaling and proliferation	19131	REACTOME	9606	15	197	2.5934439780032404E-6	5.527277478119406E-5	AKT2; CHD8; CSNK1E; CSNK2A1; CUL3; EP300; HIST2H2AC; HIST2H2BE; HIST3H3; LRP5; LRP6; TLE1; TLE2; UBC; YWHAZ; 	AKT2|IDBG-51270|ENSG00000105221|208|; CHD8|IDBG-2645|ENSG00000100888|57680|; CSNK1E|IDBG-236645|ENSG00000213923|102800317,1454|; CSNK2A1|IDBG-37787|ENSG00000101266|1457|; CUL3|IDBG-82331|ENSG00000036257|8452|; EP300|IDBG-8992|ENSG00000100393|2033|; HIST2H2AC|IDBG-102011|ENSG00000184260|8338|; HIST2H2BE|IDBG-101997|ENSG00000184678|8349|; HIST3H3|IDBG-107261|ENSG00000168148|8290|; LRP5|IDBG-61383|ENSG00000162337|4041|; LRP6|IDBG-20075|ENSG00000070018|4040|; TLE1|IDBG-73128|ENSG00000196781|7088|; TLE2|IDBG-16680|ENSG00000065717|7089|; UBC|IDBG-64029|ENSG00000150991|7316|; YWHAZ|IDBG-30919|ENSG00000164924|7534|; 
TCF dependent signaling in response to WNT	18732	REACTOME	9606	15	197	2.5934439780032404E-6	5.527277478119406E-5	AKT2; CHD8; CSNK1E; CSNK2A1; CUL3; EP300; HIST2H2AC; HIST2H2BE; HIST3H3; LRP5; LRP6; TLE1; TLE2; UBC; YWHAZ; 	AKT2|IDBG-51270|ENSG00000105221|208|; CHD8|IDBG-2645|ENSG00000100888|57680|; CSNK1E|IDBG-236645|ENSG00000213923|102800317,1454|; CSNK2A1|IDBG-37787|ENSG00000101266|1457|; CUL3|IDBG-82331|ENSG00000036257|8452|; EP300|IDBG-8992|ENSG00000100393|2033|; HIST2H2AC|IDBG-102011|ENSG00000184260|8338|; HIST2H2BE|IDBG-101997|ENSG00000184678|8349|; HIST3H3|IDBG-107261|ENSG00000168148|8290|; LRP5|IDBG-61383|ENSG00000162337|4041|; LRP6|IDBG-20075|ENSG00000070018|4040|; TLE1|IDBG-73128|ENSG00000196781|7088|; TLE2|IDBG-16680|ENSG00000065717|7089|; UBC|IDBG-64029|ENSG00000150991|7316|; YWHAZ|IDBG-30919|ENSG00000164924|7534|; 
XAV939 inhibits tankyrase, stabilizing AXIN	19487	REACTOME	9606	15	197	2.5934439780032404E-6	5.527277478119406E-5	AKT2; CHD8; CSNK1E; CSNK2A1; CUL3; EP300; HIST2H2AC; HIST2H2BE; HIST3H3; LRP5; LRP6; TLE1; TLE2; UBC; YWHAZ; 	AKT2|IDBG-51270|ENSG00000105221|208|; CHD8|IDBG-2645|ENSG00000100888|57680|; CSNK1E|IDBG-236645|ENSG00000213923|102800317,1454|; CSNK2A1|IDBG-37787|ENSG00000101266|1457|; CUL3|IDBG-82331|ENSG00000036257|8452|; EP300|IDBG-8992|ENSG00000100393|2033|; HIST2H2AC|IDBG-102011|ENSG00000184260|8338|; HIST2H2BE|IDBG-101997|ENSG00000184678|8349|; HIST3H3|IDBG-107261|ENSG00000168148|8290|; LRP5|IDBG-61383|ENSG00000162337|4041|; LRP6|IDBG-20075|ENSG00000070018|4040|; TLE1|IDBG-73128|ENSG00000196781|7088|; TLE2|IDBG-16680|ENSG00000065717|7089|; UBC|IDBG-64029|ENSG00000150991|7316|; YWHAZ|IDBG-30919|ENSG00000164924|7534|; 
misspliced LRP5 mutants have enhanced beta-catenin-dependent signaling	16943	REACTOME	9606	15	197	2.5934439780032404E-6	5.527277478119406E-5	AKT2; CHD8; CSNK1E; CSNK2A1; CUL3; EP300; HIST2H2AC; HIST2H2BE; HIST3H3; LRP5; LRP6; TLE1; TLE2; UBC; YWHAZ; 	AKT2|IDBG-51270|ENSG00000105221|208|; CHD8|IDBG-2645|ENSG00000100888|57680|; CSNK1E|IDBG-236645|ENSG00000213923|102800317,1454|; CSNK2A1|IDBG-37787|ENSG00000101266|1457|; CUL3|IDBG-82331|ENSG00000036257|8452|; EP300|IDBG-8992|ENSG00000100393|2033|; HIST2H2AC|IDBG-102011|ENSG00000184260|8338|; HIST2H2BE|IDBG-101997|ENSG00000184678|8349|; HIST3H3|IDBG-107261|ENSG00000168148|8290|; LRP5|IDBG-61383|ENSG00000162337|4041|; LRP6|IDBG-20075|ENSG00000070018|4040|; TLE1|IDBG-73128|ENSG00000196781|7088|; TLE2|IDBG-16680|ENSG00000065717|7089|; UBC|IDBG-64029|ENSG00000150991|7316|; YWHAZ|IDBG-30919|ENSG00000164924|7534|; 
