Query ID	Query UniProt	Partner UniProt	Query Symbol	Partner Symbol	Species	Evidence Type
Q96LI6	Q96LI6	P55008	HSFY1	AIF1	human	exp
Q96LI6	Q96LI6	Q9NWB1	HSFY1	RBFOX1	human	exp
Q96LI6	Q96LI6	A0AV96	HSFY1	RBM47	human	exp
Q96LI6	Q96LI6	Q93062	HSFY1	RBPMS	human	exp
Q96LI6	Q96LI6	A5A3E0	HSFY1	POTEF	human	exp
Q96LI6	Q96LI6	Q96LI6	HSFY1	HSFY1	human	exp
Q96LI6	Q96LI6	P35813	HSFY1	PPM1A	human	exp
Q96LI6	Q96LI6	O75603	HSFY1	GCM2	human	exp
Q96LI6	Q96LI6	Q13748	HSFY1	TUBA3C	human	exp
Q96LI6	Q96LI6	Q12824	HSFY1	SMARCB1	human	exp
Q96LI6	Q96LI6	Q06609	HSFY1	RAD51	human	exp
Q96LI6	Q96LI6	Q96AV8	HSFY1	E2F7	human	exp
Q96LI6	Q96LI6	O14964	HSFY1	HGS	human	exp
Q96LI6	Q96LI6	Q12873	HSFY1	CHD3	human	exp
Q96LI6	Q96LI6	O60248	HSFY1	SOX15	human	exp
Q96LI6	Q96LI6	O60674	HSFY1	JAK2	human	exp
Q96LI6	Q96LI6	O95947	HSFY1	TBX6	human	exp
Q96LI6	Q96LI6	Q2TAL8	HSFY1	QRICH1	human	exp
Q96LI6	Q96LI6	P52597	HSFY1	HNRNPF	human	exp
Q96LI6	Q96LI6	Q15276	HSFY1	RABEP1	human	exp
Q96LI6	Q96LI6	Q8N9N5	HSFY1	BANP	human	exp
Q96LI6	Q96LI6	P28331	HSFY1	NDUFS1	human	exp
Q96LI6	Q96LI6	Q9UPW6	HSFY1	SATB2	human	exp
Q96LI6	Q96LI6	Q7L1I2	HSFY1	SV2B	human	exp
Q96LI6	Q96LI6	Q14839	HSFY1	CHD4	human	exp
Q9BY66	Q9BY66	P10275	KDM5D	AR	human	exp
Q9BY66	Q9BY66	Q16695	KDM5D	HIST3H3	human	exp
Q9BY66	Q9BY66	Q9BYE7	KDM5D	PCGF6	human	exp
Q8NFZ3	Q8NFZ3	P49643	NLGN4Y	PRIM2	human	exp
Q8NFZ3	Q8NFZ3	P49642	NLGN4Y	PRIM1	human	exp
Q8NFZ3	Q8NFZ3	Q9NZ94	NLGN4Y	NLGN3	human	exp
P0DJD3	P0DJD3	Q9NZI8	RBMY1A1	IGF2BP1	human	exp
P0DJD3	P0DJD3	P49761	RBMY1A1	CLK3	human	exp
P0DJD3	P0DJD3	Q14011	RBMY1A1	CIRBP	human	exp
P0DJD3	P0DJD3	P54274	RBMY1A1	TERF1	human	exp
P0DJD3	P0DJD3	Q96PQ6	RBMY1A1	ZNF317	human	exp
P0DJD3	P0DJD3	Q13242	RBMY1A1	SRSF9	human	exp
P0DJD3	P0DJD3	P98179	RBMY1A1	RBM3	human	exp
P0DJD3	P0DJD3	P0DJD4	RBMY1A1	RBMY1C	human	exp
P0DJD3	P0DJD3	P62995	RBMY1A1	TRA2B	human	exp
P0DJD3	P0DJD3	Q14781	RBMY1A1	CBX2	human	exp
P0DJD3	P0DJD3	Q8WWY3	RBMY1A1	PRPF31	human	exp
P0DJD3	P0DJD3	P61978	RBMY1A1	HNRNPK	human	exp
P0DJD3	P0DJD3	Q86T65	RBMY1A1	DAAM2	human	exp
P0DJD3	P0DJD3	P62258	RBMY1A1	YWHAE	human	exp
P0DJD3	P0DJD3	P79522	RBMY1A1	PRR3	human	exp
P0DJD3	P0DJD3	Q9NRW3	RBMY1A1	APOBEC3C	human	exp
P0DJD3	P0DJD3	Q8TBB1	RBMY1A1	LNX1	human	exp
P0DJD3	P0DJD3	Q9Y5E9	RBMY1A1	PCDHB14	human	exp
P0DJD3	P0DJD3	P0DJD3	RBMY1A1	RBMY1A1	human	exp
P0DJD3	P0DJD3	P84103	RBMY1A1	SRSF3	human	exp
P0DJD3	P0DJD3	O75525	RBMY1A1	KHDRBS3	human	exp
P0DJD3	P0DJD3	Q8WTP8	RBMY1A1	AEN	human	exp
P0DJD3	P0DJD3	P38159	RBMY1A1	RBMX	human	exp
Q15415	Q15415	P98175	RBMY1F	RBM10	human	exp,pred
Q15415	Q15415	A0A1B0GUU1	RBMY1F	C17orf113	human	exp
Q15415	Q15415	Q86T65	RBMY1F	DAAM2	human	exp
Q15415	Q15415	Q9NRW3	RBMY1F	APOBEC3C	human	exp
Q15415	Q15415	P49761	RBMY1F	CLK3	human	exp
Q15415	Q15415	P79522	RBMY1F	PRR3	human	exp
Q15415	Q15415	Q9Y5E9	RBMY1F	PCDHB14	human	exp
Q15415	Q15415	Q9Y272	RBMY1F	RASD1	human	exp
Q15415	Q15415	Q14011	RBMY1F	CIRBP	human	exp,pred
Q15415	Q15415	Q15415	RBMY1F	RBMY1F	human	exp
Q15415	Q15415	Q66K41	RBMY1F	ZNF385C	human	exp
Q15415	Q15415	Q96MU7	RBMY1F	YTHDC1	human	exp
Q15415	Q15415	Q8WWY3	RBMY1F	PRPF31	human	exp
Q15415	Q15415	P61978	RBMY1F	HNRNPK	human	exp
Q15415	Q15415	Q9BTL3	RBMY1F	FAM103A1	human	exp
Q15415	Q15415	P98179	RBMY1F	RBM3	human	exp,pred
Q15415	Q15415	Q14781	RBMY1F	CBX2	human	exp
Q15415	Q15415	Q8WTP8	RBMY1F	AEN	human	exp
Q15415	Q15415	P38159	RBMY1F	RBMX	human	exp,pred
P22090	P22090	P0DP25	RPS4Y1	CALM3	human	exp
P22090	P22090	Q99496	RPS4Y1	RNF2	human	exp
P22090	P22090	Q5S007	RPS4Y1	LRRK2	human	exp
P22090	P22090	P60033	RPS4Y1	CD81	human	exp
P22090	P22090	Q9NQC7	RPS4Y1	CYLD	human	exp
P22090	P22090	Q6NUN9	RPS4Y1	ZNF746	human	exp
P22090	P22090	P05362	RPS4Y1	ICAM1	human	exp
P22090	P22090	P34969	RPS4Y1	HTR7	human	exp
P22090	P22090	Q969P0	RPS4Y1	IGSF8	human	exp
P22090	P22090	P49759	RPS4Y1	CLK1	human	exp
P22090	P22090	Q92731	RPS4Y1	ESR2	human	exp
P22090	P22090	P60891	RPS4Y1	PRPS1	human	exp
P22090	P22090	Q8TD47	RPS4Y1	RPS4Y2	human	exp
Q8TD47	Q8TD47	P49674	RPS4Y2	CSNK1E	human	exp
Q8TD47	Q8TD47	Q6NUN9	RPS4Y2	ZNF746	human	exp
Q05066	Q05066	P08047	SRY	SP1	human	exp,pred
Q05066	Q05066	Q14974	SRY	KPNB1	human	exp
Q05066	Q05066	O15379	SRY	HDAC3	human	exp
Q05066	Q05066	Q15599	SRY	SLC9A3R2	human	exp
Q05066	Q05066	P10275	SRY	AR	human	exp,pred
Q05066	Q05066	Q09472	SRY	EP300	human	exp,pred
Q05066	Q05066	P84022	SRY	SMAD3	human	exp,pred
Q05066	Q05066	O43345	SRY	ZNF208	human	exp
Q05066	Q05066	P61964	SRY	WDR5	human	exp
Q9BQ87	Q9BQ87	Q99832	TBL1Y	CCT7	human	exp
Q9BQ87	Q9BQ87	Q01167	TBL1Y	FOXK2	human	exp
Q9BQ87	Q9BQ87	O75376	TBL1Y	NCOR1	human	exp,pred
Q9BQ87	Q9BQ87	P17987	TBL1Y	TCP1	human	exp
Q9BQ87	Q9BQ87	P48643	TBL1Y	CCT5	human	exp
Q9BQ87	Q9BQ87	Q9UL03	TBL1Y	INTS6	human	exp
Q9BQ87	Q9BQ87	P25685	TBL1Y	DNAJB1	human	exp
Q9BQ87	Q9BQ87	Q3ZCM7	TBL1Y	TUBB8	human	exp
Q9BQ87	Q9BQ87	P68366	TBL1Y	TUBA4A	human	exp
Q9BQ87	Q9BQ87	Q15750	TBL1Y	TAB1	human	exp
Q9BQ87	Q9BQ87	O75808	TBL1Y	CAPN15	human	exp
Q9BQ87	Q9BQ87	Q9UDY4	TBL1Y	DNAJB4	human	exp
Q9BQ87	Q9BQ87	P49368	TBL1Y	CCT3	human	exp
Q9BQ87	Q9BQ87	O43318	TBL1Y	MAP3K7	human	exp
Q9BQ87	Q9BQ87	Q9Y266	TBL1Y	NUDC	human	exp
Q9BQ87	Q9BQ87	P50991	TBL1Y	CCT4	human	exp
Q9BQ87	Q9BQ87	Q13227	TBL1Y	GPS2	human	exp
Q9BQ87	Q9BQ87	Q5T3J3	TBL1Y	LRIF1	human	exp
Q9BQ87	Q9BQ87	O15379	TBL1Y	HDAC3	human	exp,pred
Q9BQ87	Q9BQ87	Q15022	TBL1Y	SUZ12	human	exp
Q9BQ87	Q9BQ87	Q9HCK8	TBL1Y	CHD8	human	exp
Q9BQ87	Q9BQ87	Q9BZK7	TBL1Y	TBL1XR1	human	exp,pred
Q9BQ87	Q9BQ87	Q8NI36	TBL1Y	WDR36	human	exp
Q9BQ87	Q9BQ87	Q9NYJ8	TBL1Y	TAB2	human	exp
Q9BQ87	Q9BQ87	Q92526	TBL1Y	CCT6B	human	exp
Q9BQ87	Q9BQ87	O60907	TBL1Y	TBL1X	human	exp,pred
Q9BQ87	Q9BQ87	P40227	TBL1Y	CCT6A	human	exp
Q9BQ87	Q9BQ87	P78371	TBL1Y	CCT2	human	exp
Q9BQ87	Q9BQ87	Q9Y618	TBL1Y	NCOR2	human	exp,pred
Q9BQ87	Q9BQ87	B4DH63	TBL1Y	cDNA FLJ58101, highly similar to F-box/LRR-repeat protein 18	human	exp
Q8IUE0	Q8IUE0	Q9BPU6	TGIF2LY	DPYSL5	human	exp
Q8IUE0	Q8IUE0	Q9NZT2	TGIF2LY	OGFR	human	exp
Q8IUE0	Q8IUE0	O75581	TGIF2LY	LRP6	human	exp
Q8IUE0	Q8IUE0	O43865	TGIF2LY	AHCYL1	human	exp
Q8IUE0	Q8IUE0	Q53EL6	TGIF2LY	PDCD4	human	exp
Q8IUE0	Q8IUE0	Q15742	TGIF2LY	NAB2	human	exp
Q8IUE0	Q8IUE0	Q9NZJ5	TGIF2LY	EIF2AK3	human	exp
Q8IUE0	Q8IUE0	Q16555	TGIF2LY	DPYSL2	human	exp
Q8IUE0	Q8IUE0	O75197	TGIF2LY	LRP5	human	exp
Q8IUE0	Q8IUE0	P11234	TGIF2LY	RALB	human	exp
Q8IUE0	Q8IUE0	Q9NXF7	TGIF2LY	DCAF16	human	exp
Q8IUE0	Q8IUE0	Q9NS73	TGIF2LY	MBIP	human	exp
Q8IUE0	Q8IUE0	P27348	TGIF2LY	YWHAQ	human	exp
Q8IUE0	Q8IUE0	Q96KB5	TGIF2LY	PBK	human	exp
Q8IUE0	Q8IUE0	Q6TFL4	TGIF2LY	KLHL24	human	exp
Q8IUE0	Q8IUE0	Q8IUE1	TGIF2LY	TGIF2LX	human	exp
Q8IUE0	Q8IUE0	Q9H0N5	TGIF2LY	PCBD2	human	exp
Q8IUE0	Q8IUE0	Q96HN2	TGIF2LY	AHCYL2	human	exp
Q8IUE0	Q8IUE0	Q8WZA9	TGIF2LY	IRGQ	human	exp
Q8IUE0	Q8IUE0	Q96SW2	TGIF2LY	CRBN	human	exp
Q8IUE0	Q8IUE0	A6NDG6	TGIF2LY	PGP	human	exp
Q8IUE0	Q8IUE0	Q8IYQ7	TGIF2LY	THNSL1	human	exp
Q8IUE0	Q8IUE0	O75496	TGIF2LY	GMNN	human	exp
Q8IUE0	Q8IUE0	Q8IWZ3	TGIF2LY	ANKHD1	human	exp
Q8IUE0	Q8IUE0	Q9Y4X5	TGIF2LY	ARIH1	human	exp
Q8IUE0	Q8IUE0	O94888	TGIF2LY	UBXN7	human	exp
Q8IUE0	Q8IUE0	O75179	TGIF2LY	ANKRD17	human	exp
Q8IUE0	Q8IUE0	P63104	TGIF2LY	YWHAZ	human	exp
O14604	O14604	Q9NYB0	TMSB4Y	TERF2IP	human	exp
O14604	O14604	Q01844	TMSB4Y	EWSR1	human	exp
O14604	O14604	Q9NUX5	TMSB4Y	POT1	human	exp
O14604	O14604	P54274	TMSB4Y	TERF1	human	exp
O14604	O14604	P63261	TMSB4Y	ACTG1	human	exp
O14604	O14604	P68133	TMSB4Y	ACTA1	human	exp,pred
Q01534	Q01534	P68400	TSPY1	CSNK2A1	human	exp
Q01534	Q01534	Q01534	TSPY1	TSPY1	human	exp
Q01534	Q01534	Q16777	TSPY1	HIST2H2AC	human	exp
Q01534	Q01534	P10275	TSPY1	AR	human	exp
Q01534	Q01534	Q16778	TSPY1	HIST2H2BE	human	exp
Q01534	Q01534	P68104	TSPY1	EEF1A1	human	exp
Q01534	Q01534	Q05639	TSPY1	EEF1A2	human	exp
A6NKD2	A6NKD2	P05067	TSPY2	APP	human	exp
O00507	O00507	Q9NQX6	USP9Y	ZNF331	human	exp
O00507	O00507	P0CG48	USP9Y	UBC	human	exp
O00507	O00507	P29353	USP9Y	SHC1	human	exp
O00507	O00507	Q96EB6	USP9Y	SIRT1	human	exp
O00507	O00507	P54277	USP9Y	PMS1	human	exp
O00507	O00507	Q9NZR4	USP9Y	VSX1	human	exp
O00507	O00507	Q9NZQ3	USP9Y	NCKIPSD	human	exp
O00507	O00507	Q15018	USP9Y	ABRAXAS2	human	exp
O00507	O00507	P49761	USP9Y	CLK3	human	exp
O00507	O00507	P10636	USP9Y	MAPT	human	exp
O00507	O00507	Q7LGA3	USP9Y	HS2ST1	human	exp
O00507	O00507	P31751	USP9Y	AKT2	human	exp
O00507	O00507	P49674	USP9Y	CSNK1E	human	exp
O14607	O14607	P32119	UTY	PRDX2	human	exp
O14607	O14607	P12004	UTY	PCNA	human	exp
O14607	O14607	Q14686	UTY	NCOA6	human	exp
O14607	O14607	Q04725	UTY	TLE2	human	exp,pred
O14607	O14607	Q04724	UTY	TLE1	human	exp,pred
O14607	O14607	O43896	UTY	KIF1C	human	exp
O14598	O14598	P05067	VCY	APP	human	exp
P08048	P08048	Q99496	ZFY	RNF2	human	exp
P08048	P08048	Q96C00	ZFY	ZBTB9	human	exp
P08048	P08048	P17010	ZFY	ZFX	human	exp
P08048	P08048	P54284	ZFY	CACNB3	human	exp
P08048	P08048	Q969R5	ZFY	L3MBTL2	human	exp
P08048	P08048	Q96L73	ZFY	NSD1	human	exp
-	O43318	P84022	MAP3K7	SMAD3	human	exp,ortho,pred
-	P27348	P50991	YWHAQ	CCT4	human	exp,pred
-	P49736	Q12873	MCM2	CHD3	human	exp
-	P40227	Q96SW2	CCT6A	CRBN	human	exp
-	O75554	O75554	WBP4	WBP4	human	exp
-	P05067	Q9H0N5	APP	PCBD2	human	exp
-	Q9BZK7	Q9NYJ8	TBL1XR1	TAB2	human	exp,pred
-	P08047	P0CG48	SP1	UBC	human	exp
-	P61978	Q7Z6Z7	HNRNPK	HUWE1	human	exp
-	P40337	P78371	VHL	CCT2	human	exp
-	Q09472	Q16777	EP300	HIST2H2AC	human	exp,pred
-	P0CG48	P54277	UBC	PMS1	human	exp
-	P00533	Q14011	EGFR	CIRBP	human	exp
-	Q9NRD1	Q9Y4X5	FBXO6	ARIH1	human	exp
-	P68133	Q09472	ACTA1	EP300	human	exp
-	P17987	P50991	TCP1	CCT4	human	exp,ortho,pred
-	P68366	Q16555	TUBA4A	DPYSL2	human	exp,pred
-	Q06609	Q12873	RAD51	CHD3	human	exp,pred
-	P48643	P50991	CCT5	CCT4	human	exp,ortho,pred
-	P54274	P54274	TERF1	TERF1	human	exp
-	P05067	P05067	APP	APP	human	exp,ortho
-	P68104	Q5S007	EEF1A1	LRRK2	human	exp
-	P0CG48	P52597	UBC	HNRNPF	human	exp
-	P62805	Q15022	HIST1H4A	SUZ12	human	exp
-	P54274	Q09472	TERF1	EP300	human	exp,pred
-	P54253	Q96PU8	ATXN1	QKI	human	exp,pred
-	P68133	Q05086	ACTA1	UBE3A	human	exp
-	P40337	Q99832	VHL	CCT7	human	exp
-	Q13618	Q9Y4X5	CUL3	ARIH1	human	exp
-	P40337	Q04724	VHL	TLE1	human	exp
-	P03372	Q8NI36	ESR1	WDR36	human	exp
-	P62805	Q13619	HIST1H4A	CUL4A	human	exp
-	P78362	Q96MU7	SRPK2	YTHDC1	human	exp
-	P12004	Q09472	PCNA	EP300	human	exp,pred
-	P05067	Q14011	APP	CIRBP	human	exp
-	P0CG48	Q13619	UBC	CUL4A	human	exp
-	P63261	Q99496	ACTG1	RNF2	human	exp,ortho
-	P38159	P38159	RBMX	RBMX	human	exp
-	Q14974	Q7Z6Z7	KPNB1	HUWE1	human	exp
-	O75554	Q01844	WBP4	EWSR1	human	exp
-	P03372	Q05086	ESR1	UBE3A	human	exp,pred
-	P60033	P68104	CD81	EEF1A1	human	exp
-	P03372	Q06609	ESR1	RAD51	human	exp
-	Q8IWL3	Q9NQC7	HSCB	CYLD	human	exp
-	O75496	P68400	GMNN	CSNK2A1	human	exp,pred
-	Q01844	Q9NS73	EWSR1	MBIP	human	exp
-	P46934	Q15796	NEDD4	SMAD2	human	exp
-	P63261	Q9NYJ8	ACTG1	TAB2	human	exp,pred
-	P47813	P63241	EIF1AX	EIF5A	human	exp
-	P03372	P25685	ESR1	DNAJB1	human	exp
-	Q13227	Q9Y618	GPS2	NCOR2	human	exp,pred
-	P05362	Q3ZCM7	ICAM1	TUBB8	human	exp
-	Q5T3J3	Q5T3J3	LRIF1	LRIF1	human	exp
-	P10275	Q14686	AR	NCOA6	human	exp,pred
-	P03372	Q96L73	ESR1	NSD1	human	exp,pred
-	Q14781	Q14781	CBX2	CBX2	human	exp,ortho
-	P03372	Q96EB6	ESR1	SIRT1	human	exp,pred
-	Q93062	Q9BTL3	RBPMS	FAM103A1	human	exp
-	Q92904	Q96EP5	DAZL	DAZAP1	human	exp,pred
-	Q05639	Q13619	EEF1A2	CUL4A	human	exp
-	Q15038	Q15038	DAZAP2	DAZAP2	human	exp
-	P08047	Q15796	SP1	SMAD2	human	exp,pred
-	P17987	Q9NQC7	TCP1	CYLD	human	exp
-	P38159	Q9NQC7	RBMX	CYLD	human	exp
-	P03372	P52597	ESR1	HNRNPF	human	exp
-	Q05639	Q92731	EEF1A2	ESR2	human	exp
-	P29353	P48643	SHC1	CCT5	human	exp
-	P55317	Q96EP5	FOXA1	DAZAP1	human	exp
-	O43318	Q9NQC7	MAP3K7	CYLD	human	exp,pred
-	P38159	Q9NRW3	RBMX	APOBEC3C	human	exp
-	P84022	Q15796	SMAD3	SMAD2	human	exp,ortho,pred
-	P62258	Q14974	YWHAE	KPNB1	human	exp,ortho,pred
-	O75376	Q01167	NCOR1	FOXK2	human	exp
-	O00213	P05067	APBB1	APP	human	exp,ortho,pred
-	P00533	P12931	EGFR	SRC	human	exp,ortho,pred
-	P27348	P55010	YWHAQ	EIF5	human	exp
-	Q9NZJ5	Q9NZJ5	EIF2AK3	EIF2AK3	human	exp,ortho
-	Q99496	Q99496	RNF2	RNF2	human	exp,ortho
-	P48643	Q9BYE7	CCT5	PCGF6	human	exp
-	Q8TBB1	Q96KB5	LNX1	PBK	human	exp
-	O60841	P55010	EIF5B	EIF5	human	exp,ortho,pred
-	Q05086	Q6NUN9	UBE3A	ZNF746	human	exp
-	P46934	Q15038	NEDD4	DAZAP2	human	exp
-	Q16778	Q7Z6Z7	HIST2H2BE	HUWE1	human	exp
-	P0DP25	P11234	CALM3	RALB	human	exp
-	P62258	P62995	YWHAE	TRA2B	human	exp,ortho,pred
-	P03372	P84103	ESR1	SRSF3	human	exp
-	Q05639	Q49AN0	EEF1A2	CRY2	human	exp
-	P00533	P62805	EGFR	HIST1H4A	human	exp
-	P49674	Q49AN0	CSNK1E	CRY2	human	exp,pred
-	P68133	Q12824	ACTA1	SMARCB1	human	exp
-	P0CG48	Q15796	UBC	SMAD2	human	exp,pred
-	Q13618	Q13618	CUL3	CUL3	human	exp,ortho
-	P00533	P49770	EGFR	EIF2B2	human	exp
-	Q96SW2	Q96SW2	CRBN	CRBN	human	exp
-	P49368	Q7Z6Z7	CCT3	HUWE1	human	exp
-	P78362	Q9NRW3	SRPK2	APOBEC3C	human	exp
-	P38159	Q9NRD1	RBMX	FBXO6	human	exp
-	Q16555	Q16555	DPYSL2	DPYSL2	human	exp,ortho,pred
-	P03372	Q9Y618	ESR1	NCOR2	human	exp,pred
-	P12004	P12004	PCNA	PCNA	human	exp,ortho,pred
-	Q96PU8	Q9NWB1	QKI	RBFOX1	human	exp,pred
-	P40227	Q13618	CCT6A	CUL3	human	exp
-	O60674	P38159	JAK2	RBMX	human	exp
-	P10275	Q9Y618	AR	NCOR2	human	exp,pred
-	P61978	P61978	HNRNPK	HNRNPK	human	exp,pred
-	P49368	P49770	CCT3	EIF2B2	human	exp,ortho
-	P49642	P49643	PRIM1	PRIM2	human	exp,ortho,pred
-	Q01167	Q9Y618	FOXK2	NCOR2	human	exp
-	P0CG48	P0DP25	UBC	CALM3	human	exp
-	P68104	Q9NRD1	EEF1A1	FBXO6	human	exp
-	Q14974	Q15796	KPNB1	SMAD2	human	exp,pred
-	P0CG48	P40337	UBC	VHL	human	exp
-	Q9NWB1	Q9NWB1	RBFOX1	RBFOX1	human	exp
-	P29353	Q96AV8	SHC1	E2F7	human	exp
-	O60907	Q16778	TBL1X	HIST2H2BE	human	exp,pred
-	P78371	Q49AN0	CCT2	CRY2	human	exp
-	P00533	P52597	EGFR	HNRNPF	human	exp
-	P63167	Q96EP5	DYNLL1	DAZAP1	human	exp
-	P00533	Q9NQC7	EGFR	CYLD	human	exp,pred
-	O14964	P05067	HGS	APP	human	exp
-	P27348	Q15276	YWHAQ	RABEP1	human	exp
-	O75376	Q9NYJ8	NCOR1	TAB2	human	exp,ortho,pred
-	P54274	Q9HCK8	TERF1	CHD8	human	exp
-	P03372	P08047	ESR1	SP1	human	exp,pred
-	P0DP25	Q92731	CALM3	ESR2	human	exp
-	P27348	P63104	YWHAQ	YWHAZ	human	exp,pred
-	P12004	Q13619	PCNA	CUL4A	human	exp,pred
-	P29353	P29353	SHC1	SHC1	human	exp,ortho,pred
-	O43318	P62805	MAP3K7	HIST1H4A	human	exp,pred
-	P50991	P68133	CCT4	ACTA1	human	exp
-	Q15796	Q15796	SMAD2	SMAD2	human	exp,pred
-	Q15750	Q9NYJ8	TAB1	TAB2	human	exp,pred
-	P55010	P68400	EIF5	CSNK2A1	human	exp,ortho,pred
-	O75525	Q8WWY3	KHDRBS3	PRPF31	human	exp
-	P27348	Q9NRD1	YWHAQ	FBXO6	human	exp
-	A5A3E0	Q8NBT0	POTEF	POC1A	human	exp
-	P50991	Q9NRD1	CCT4	FBXO6	human	exp
-	O75376	P68400	NCOR1	CSNK2A1	human	exp,pred
-	Q9BYE7	Q9BYE7	PCGF6	PCGF6	human	exp
-	P61964	Q969R5	WDR5	L3MBTL2	human	exp,ortho
-	P84022	Q09472	SMAD3	EP300	human	exp,pred
-	P63104	Q13748	YWHAZ	TUBA3C	human	exp
-	Q9NZI8	Q9NZI8	IGF2BP1	IGF2BP1	human	exp
-	P62805	Q13748	HIST1H4A	TUBA3C	human	exp,pred
-	P47813	P49770	EIF1AX	EIF2B2	human	exp,pred
-	Q13618	Q7Z6Z7	CUL3	HUWE1	human	exp,pred
-	P61978	P63104	HNRNPK	YWHAZ	human	exp,ortho
-	P0CG48	P48643	UBC	CCT5	human	exp
-	Q05639	Q969P0	EEF1A2	IGSF8	human	exp
-	P60033	Q53EL6	CD81	PDCD4	human	exp
-	P55317	P63241	FOXA1	EIF5A	human	exp
-	Q15750	Q9NQC7	TAB1	CYLD	human	exp
